product_id,product_type,product_name,size,colour,price,quantity_x,description,sales_id,order_id,price_per_unit,quantity_y,total_price,customer_id,payment,order_date,delivery_date,customer_name,gender,age,home_address,zip_code,city,state,country
720,Jacket,Trench Coat,XS,blue,112,59,"A blue coloured, XS sized, Trench Coat Jacket",2485,502,119,1,119,485,57115,2021-2-18,2021-03-07,Gayleen Brookes,Male,46,18 Lachlan CourtApt. 781,6977,Port Lily,Australian Capital Territory,Australia
978,Trousers,Slim-Fit,L,violet,119,58,"A violet coloured, L sized, Slim-Fit Trousers",2481,502,97,2,194,485,57115,2021-2-18,2021-03-07,Gayleen Brookes,Male,46,18 Lachlan CourtApt. 781,6977,Port Lily,Australian Capital Territory,Australia
1107,Trousers,Cropped,M,blue,99,56,"A blue coloured, M sized, Cropped Trousers",2483,502,115,3,345,485,57115,2021-2-18,2021-03-07,Gayleen Brookes,Male,46,18 Lachlan CourtApt. 781,6977,Port Lily,Australian Capital Territory,Australia
1199,Trousers,Pleated,XL,orange,90,69,"A orange coloured, XL sized, Pleated Trousers",2482,502,105,3,315,485,57115,2021-2-18,2021-03-07,Gayleen Brookes,Male,46,18 Lachlan CourtApt. 781,6977,Port Lily,Australian Capital Territory,Australia
111,Shirt,Denim,S,orange,115,69,"A orange coloured, S sized, Denim Shirt",1803,365,92,2,184,485,37396,2021-4-14,2021-04-25,Gayleen Brookes,Male,46,18 Lachlan CourtApt. 781,6977,Port Lily,Australian Capital Territory,Australia
201,Shirt,Camp Collared,S,indigo,112,50,"A indigo coloured, S sized, Camp Collared Shirt",1799,365,98,3,294,485,37396,2021-4-14,2021-04-25,Gayleen Brookes,Male,46,18 Lachlan CourtApt. 781,6977,Port Lily,Australian Capital Territory,Australia
414,Shirt,Casual Slim Fit,XL,indigo,113,40,"A indigo coloured, XL sized, Casual Slim Fit Shirt",1801,365,119,2,238,485,37396,2021-4-14,2021-04-25,Gayleen Brookes,Male,46,18 Lachlan CourtApt. 781,6977,Port Lily,Australian Capital Territory,Australia
532,Jacket,Leather,M,orange,113,80,"A orange coloured, M sized, Leather Jacket",1800,365,98,1,98,485,37396,2021-4-14,2021-04-25,Gayleen Brookes,Male,46,18 Lachlan CourtApt. 781,6977,Port Lily,Australian Capital Territory,Australia
539,Jacket,Leather,XL,yellow,113,67,"A yellow coloured, XL sized, Leather Jacket",1798,365,98,2,196,485,37396,2021-4-14,2021-04-25,Gayleen Brookes,Male,46,18 Lachlan CourtApt. 781,6977,Port Lily,Australian Capital Territory,Australia
589,Jacket,Bomber,XL,indigo,90,50,"A indigo coloured, XL sized, Bomber Jacket",1802,365,100,3,300,485,37396,2021-4-14,2021-04-25,Gayleen Brookes,Male,46,18 Lachlan CourtApt. 781,6977,Port Lily,Australian Capital Territory,Australia
789,Jacket,Pullover,XL,green,114,65,"A green coloured, XL sized, Pullover Jacket",1797,365,91,3,273,485,37396,2021-4-14,2021-04-25,Gayleen Brookes,Male,46,18 Lachlan CourtApt. 781,6977,Port Lily,Australian Capital Territory,Australia
6,Shirt,Oxford Cloth,S,orange,114,72,"A orange coloured, S sized, Oxford Cloth Shirt",1773,358,96,2,192,796,41343,2021-4-7,2021-04-12,Perry McAless,Polygender,26,082 Donnelly BoulevardSuite 569,7192,New Leah,Queensland,Australia
8,Shirt,Oxford Cloth,L,orange,114,48,"A orange coloured, L sized, Oxford Cloth Shirt",1767,358,96,2,192,796,41343,2021-4-7,2021-04-12,Perry McAless,Polygender,26,082 Donnelly BoulevardSuite 569,7192,New Leah,Queensland,Australia
94,Shirt,Flannel,XL,blue,96,61,"A blue coloured, XL sized, Flannel Shirt",1772,358,118,3,354,796,41343,2021-4-7,2021-04-12,Perry McAless,Polygender,26,082 Donnelly BoulevardSuite 569,7192,New Leah,Queensland,Australia
259,Shirt,Polo,XL,yellow,117,46,"A yellow coloured, XL sized, Polo Shirt",1769,358,95,1,95,796,41343,2021-4-7,2021-04-12,Perry McAless,Polygender,26,082 Donnelly BoulevardSuite 569,7192,New Leah,Queensland,Australia
288,Shirt,Cuban Collar,L,orange,93,65,"A orange coloured, L sized, Cuban Collar Shirt",1770,358,105,2,210,796,41343,2021-4-7,2021-04-12,Perry McAless,Polygender,26,082 Donnelly BoulevardSuite 569,7192,New Leah,Queensland,Australia
327,Shirt,Mandarin Collar,M,yellow,108,58,"A yellow coloured, M sized, Mandarin Collar Shirt",1768,358,109,2,218,796,41343,2021-4-7,2021-04-12,Perry McAless,Polygender,26,082 Donnelly BoulevardSuite 569,7192,New Leah,Queensland,Australia
385,Shirt,Casual Slim Fit,XS,red,113,49,"A red coloured, XS sized, Casual Slim Fit Shirt",1766,358,119,3,357,796,41343,2021-4-7,2021-04-12,Perry McAless,Polygender,26,082 Donnelly BoulevardSuite 569,7192,New Leah,Queensland,Australia
538,Jacket,Leather,L,yellow,113,45,"A yellow coloured, L sized, Leather Jacket",1771,358,98,3,294,796,41343,2021-4-7,2021-04-12,Perry McAless,Polygender,26,082 Donnelly BoulevardSuite 569,7192,New Leah,Queensland,Australia
620,Jacket,Cardigan,XS,indigo,118,70,"A indigo coloured, XS sized, Cardigan Jacket",1765,358,112,1,112,796,41343,2021-4-7,2021-04-12,Perry McAless,Polygender,26,082 Donnelly BoulevardSuite 569,7192,New Leah,Queensland,Australia
6,Shirt,Oxford Cloth,S,orange,114,72,"A orange coloured, S sized, Oxford Cloth Shirt",2148,432,96,1,96,20,37821,2021-10-20,2021-11-03,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia
191,Shirt,Camp Collared,S,green,112,60,"A green coloured, S sized, Camp Collared Shirt",2145,432,98,3,294,20,37821,2021-10-20,2021-11-03,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia
652,Jacket,Coach,M,blue,115,54,"A blue coloured, M sized, Coach Jacket",2146,432,93,1,93,20,37821,2021-10-20,2021-11-03,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia
769,Jacket,Peacoat,XL,violet,102,42,"A violet coloured, XL sized, Peacoat Jacket",2147,432,109,2,218,20,37821,2021-10-20,2021-11-03,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia
25,Shirt,Oxford Cloth,XS,indigo,114,61,"A indigo coloured, XS sized, Oxford Cloth Shirt",3178,641,96,1,96,20,54363,2021-3-10,2021-03-22,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia
161,Shirt,Linen,S,blue,116,77,"A blue coloured, S sized, Linen Shirt",3179,641,91,2,182,20,54363,2021-3-10,2021-03-22,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia
840,Trousers,Chinos,XS,red,100,69,"A red coloured, XS sized, Chinos Trousers",3181,641,113,3,339,20,54363,2021-3-10,2021-03-22,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia
1039,Trousers,Relaxed Leg,XL,blue,95,40,"A blue coloured, XL sized, Relaxed Leg Trousers",3180,641,90,1,90,20,54363,2021-3-10,2021-03-22,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia
1249,Trousers,Tracksuit Bottoms,XL,blue,91,68,"A blue coloured, XL sized, Tracksuit Bottoms Trousers",3177,641,112,1,112,20,54363,2021-3-10,2021-03-22,Gigi Kalaher,Genderqueer,55,2069 Phoebe MallApt. 543,6318,East Audrey,South Australia,Australia
6,Shirt,Oxford Cloth,S,orange,114,72,"A orange coloured, S sized, Oxford Cloth Shirt",4384,875,96,1,96,383,25336,2021-2-26,2021-02-27,Nathanil Runchman,Non-binary,23,831 Ava SquareApt. 776,2310,South Hannahstad,Victoria,Australia
74,Shirt,Flannel,XL,red,96,72,"A red coloured, XL sized, Flannel Shirt",4386,875,118,3,354,383,25336,2021-2-26,2021-02-27,Nathanil Runchman,Non-binary,23,831 Ava SquareApt. 776,2310,South Hannahstad,Victoria,Australia
607,Jacket,Cardigan,M,yellow,118,64,"A yellow coloured, M sized, Cardigan Jacket",4385,875,112,2,224,383,25336,2021-2-26,2021-02-27,Nathanil Runchman,Non-binary,23,831 Ava SquareApt. 776,2310,South Hannahstad,Victoria,Australia
39,Shirt,Dress,XL,red,119,47,"A red coloured, XL sized, Dress Shirt",2204,444,104,3,312,383,33452,2021-3-7,2021-03-26,Nathanil Runchman,Non-binary,23,831 Ava SquareApt. 776,2310,South Hannahstad,Victoria,Australia
178,Shirt,Camp Collared,L,red,112,52,"A red coloured, L sized, Camp Collared Shirt",2206,444,98,1,98,383,33452,2021-3-7,2021-03-26,Nathanil Runchman,Non-binary,23,831 Ava SquareApt. 776,2310,South Hannahstad,Victoria,Australia
263,Shirt,Polo,L,green,117,68,"A green coloured, L sized, Polo Shirt",2205,444,95,1,95,383,33452,2021-3-7,2021-03-26,Nathanil Runchman,Non-binary,23,831 Ava SquareApt. 776,2310,South Hannahstad,Victoria,Australia
7,Shirt,Oxford Cloth,M,orange,114,77,"A orange coloured, M sized, Oxford Cloth Shirt",69,16,96,3,288,564,36479,2021-7-7,2021-07-08,Shoshana Redsell,Bigender,34,65 Schroeder WayApt. 552,4054,North Marcusland,Northern Territory,Australia
17,Shirt,Oxford Cloth,M,green,114,60,"A green coloured, M sized, Oxford Cloth Shirt",71,16,96,2,192,564,36479,2021-7-7,2021-07-08,Shoshana Redsell,Bigender,34,65 Schroeder WayApt. 552,4054,North Marcusland,Northern Territory,Australia
28,Shirt,Oxford Cloth,L,indigo,114,70,"A indigo coloured, L sized, Oxford Cloth Shirt",73,16,96,1,96,564,36479,2021-7-7,2021-07-08,Shoshana Redsell,Bigender,34,65 Schroeder WayApt. 552,4054,North Marcusland,Northern Territory,Australia
273,Shirt,Polo,L,indigo,117,60,"A indigo coloured, L sized, Polo Shirt",77,16,95,1,95,564,36479,2021-7-7,2021-07-08,Shoshana Redsell,Bigender,34,65 Schroeder WayApt. 552,4054,North Marcusland,Northern Territory,Australia
297,Shirt,Cuban Collar,M,green,93,45,"A green coloured, M sized, Cuban Collar Shirt",72,16,105,2,210,564,36479,2021-7-7,2021-07-08,Shoshana Redsell,Bigender,34,65 Schroeder WayApt. 552,4054,North Marcusland,Northern Territory,Australia
324,Shirt,Mandarin Collar,XL,orange,108,59,"A orange coloured, XL sized, Mandarin Collar Shirt",75,16,109,3,327,564,36479,2021-7-7,2021-07-08,Shoshana Redsell,Bigender,34,65 Schroeder WayApt. 552,4054,North Marcusland,Northern Territory,Australia
381,Shirt,Henley,S,violet,92,43,"A violet coloured, S sized, Henley Shirt",70,16,94,3,282,564,36479,2021-7-7,2021-07-08,Shoshana Redsell,Bigender,34,65 Schroeder WayApt. 552,4054,North Marcusland,Northern Territory,Australia
578,Jacket,Bomber,L,green,90,78,"A green coloured, L sized, Bomber Jacket",76,16,100,2,200,564,36479,2021-7-7,2021-07-08,Shoshana Redsell,Bigender,34,65 Schroeder WayApt. 552,4054,North Marcusland,Northern Territory,Australia
934,Trousers,Drawstring,XL,blue,104,60,"A blue coloured, XL sized, Drawstring Trousers",74,16,96,1,96,564,36479,2021-7-7,2021-07-08,Shoshana Redsell,Bigender,34,65 Schroeder WayApt. 552,4054,North Marcusland,Northern Territory,Australia
7,Shirt,Oxford Cloth,M,orange,114,77,"A orange coloured, M sized, Oxford Cloth Shirt",99,21,96,1,96,124,11261,2021-4-4,2021-04-17,Pate De Ambrosis,Non-binary,54,65 Eli AvenueApt. 473,4983,Donnellyfort,New South Wales,Australia
298,Shirt,Cuban Collar,L,green,93,58,"A green coloured, L sized, Cuban Collar Shirt",100,21,105,2,210,124,11261,2021-4-4,2021-04-17,Pate De Ambrosis,Non-binary,54,65 Eli AvenueApt. 473,4983,Donnellyfort,New South Wales,Australia
906,Trousers,Cords,S,violet,113,65,"A violet coloured, S sized, Cords Trousers",101,21,94,2,188,124,11261,2021-4-4,2021-04-17,Pate De Ambrosis,Non-binary,54,65 Eli AvenueApt. 473,4983,Donnellyfort,New South Wales,Australia
7,Shirt,Oxford Cloth,M,orange,114,77,"A orange coloured, M sized, Oxford Cloth Shirt",4079,812,96,3,288,183,51668,2021-7-9,2021-07-13,Martin O'Mailey,Female,44,639 Griffiths ParkwayApt. 162,9583,New Angelina,Queensland,Australia
717,Jacket,Trench Coat,M,green,112,67,"A green coloured, M sized, Trench Coat Jacket",4080,812,119,2,238,183,51668,2021-7-9,2021-07-13,Martin O'Mailey,Female,44,639 Griffiths ParkwayApt. 162,9583,New Angelina,Queensland,Australia
796,Jacket,Pullover,S,indigo,114,44,"A indigo coloured, S sized, Pullover Jacket",4078,812,91,1,91,183,51668,2021-7-9,2021-07-13,Martin O'Mailey,Female,44,639 Griffiths ParkwayApt. 162,9583,New Angelina,Queensland,Australia
900,Trousers,Cords,XS,indigo,113,47,"A indigo coloured, XS sized, Cords Trousers",4081,812,94,2,188,183,51668,2021-7-9,2021-07-13,Martin O'Mailey,Female,44,639 Griffiths ParkwayApt. 162,9583,New Angelina,Queensland,Australia
108,Shirt,Denim,L,red,115,52,"A red coloured, L sized, Denim Shirt",4218,840,92,3,276,183,50682,2021-6-30,2021-07-08,Martin O'Mailey,Female,44,639 Griffiths ParkwayApt. 162,9583,New Angelina,Queensland,Australia
548,Jacket,Leather,L,blue,113,62,"A blue coloured, L sized, Leather Jacket",4217,840,98,1,98,183,50682,2021-6-30,2021-07-08,Martin O'Mailey,Female,44,639 Griffiths ParkwayApt. 162,9583,New Angelina,Queensland,Australia
600,Jacket,Cardigan,XS,orange,118,46,"A orange coloured, XS sized, Cardigan Jacket",4215,840,112,1,112,183,50682,2021-6-30,2021-07-08,Martin O'Mailey,Female,44,639 Griffiths ParkwayApt. 162,9583,New Angelina,Queensland,Australia
757,Jacket,Peacoat,M,blue,102,71,"A blue coloured, M sized, Peacoat Jacket",4216,840,109,2,218,183,50682,2021-6-30,2021-07-08,Martin O'Mailey,Female,44,639 Griffiths ParkwayApt. 162,9583,New Angelina,Queensland,Australia
1088,Trousers,Cropped,L,red,99,63,"A red coloured, L sized, Cropped Trousers",4219,840,115,2,230,183,50682,2021-6-30,2021-07-08,Martin O'Mailey,Female,44,639 Griffiths ParkwayApt. 162,9583,New Angelina,Queensland,Australia
1139,Trousers,Cargo Pants,XL,green,106,65,"A green coloured, XL sized, Cargo Pants Trousers",4214,840,102,2,204,183,50682,2021-6-30,2021-07-08,Martin O'Mailey,Female,44,639 Griffiths ParkwayApt. 162,9583,New Angelina,Queensland,Australia
215,Shirt,Chambray,XS,orange,105,76,"A orange coloured, XS sized, Chambray Shirt",3140,633,106,2,212,183,30197,2021-7-2,2021-07-13,Martin O'Mailey,Female,44,639 Griffiths ParkwayApt. 162,9583,New Angelina,Queensland,Australia
267,Shirt,Polo,M,blue,117,49,"A blue coloured, M sized, Polo Shirt",3138,633,95,2,190,183,30197,2021-7-2,2021-07-13,Martin O'Mailey,Female,44,639 Griffiths ParkwayApt. 162,9583,New Angelina,Queensland,Australia
383,Shirt,Henley,L,violet,92,51,"A violet coloured, L sized, Henley Shirt",3136,633,94,3,282,183,30197,2021-7-2,2021-07-13,Martin O'Mailey,Female,44,639 Griffiths ParkwayApt. 162,9583,New Angelina,Queensland,Australia
720,Jacket,Trench Coat,XS,blue,112,59,"A blue coloured, XS sized, Trench Coat Jacket",3137,633,119,2,238,183,30197,2021-7-2,2021-07-13,Martin O'Mailey,Female,44,639 Griffiths ParkwayApt. 162,9583,New Angelina,Queensland,Australia
988,Trousers,Wool,L,orange,111,56,"A orange coloured, L sized, Wool Trousers",3135,633,106,1,106,183,30197,2021-7-2,2021-07-13,Martin O'Mailey,Female,44,639 Griffiths ParkwayApt. 162,9583,New Angelina,Queensland,Australia
993,Trousers,Wool,L,yellow,111,46,"A yellow coloured, L sized, Wool Trousers",3134,633,106,1,106,183,30197,2021-7-2,2021-07-13,Martin O'Mailey,Female,44,639 Griffiths ParkwayApt. 162,9583,New Angelina,Queensland,Australia
1179,Trousers,High-Waisted,XL,blue,98,65,"A blue coloured, XL sized, High-Waisted Trousers",3139,633,99,3,297,183,30197,2021-7-2,2021-07-13,Martin O'Mailey,Female,44,639 Griffiths ParkwayApt. 162,9583,New Angelina,Queensland,Australia
8,Shirt,Oxford Cloth,L,orange,114,48,"A orange coloured, L sized, Oxford Cloth Shirt",110,24,96,1,96,469,14566,2021-9-4,2021-09-20,Faber Purcell,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia
852,Trousers,Chinos,M,yellow,100,58,"A yellow coloured, M sized, Chinos Trousers",111,24,113,2,226,469,14566,2021-9-4,2021-09-20,Faber Purcell,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia
50,Shirt,Dress,XS,green,119,51,"A green coloured, XS sized, Dress Shirt",869,180,104,3,312,469,14617,2021-5-29,2021-06-22,Faber Purcell,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia
272,Shirt,Polo,M,indigo,117,62,"A indigo coloured, M sized, Polo Shirt",874,180,95,1,95,469,14617,2021-5-29,2021-06-22,Faber Purcell,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia
1054,Trousers,Joggers,XL,red,94,58,"A red coloured, XL sized, Joggers Trousers",873,180,93,1,93,469,14617,2021-5-29,2021-06-22,Faber Purcell,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia
1058,Trousers,Joggers,L,orange,94,49,"A orange coloured, L sized, Joggers Trousers",872,180,93,2,186,469,14617,2021-5-29,2021-06-22,Faber Purcell,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia
1184,Trousers,High-Waisted,XL,indigo,98,57,"A indigo coloured, XL sized, High-Waisted Trousers",870,180,99,1,99,469,14617,2021-5-29,2021-06-22,Faber Purcell,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia
1245,Trousers,Tracksuit Bottoms,XS,blue,91,42,"A blue coloured, XS sized, Tracksuit Bottoms Trousers",871,180,112,1,112,469,14617,2021-5-29,2021-06-22,Faber Purcell,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia
253,Shirt,Polo,L,orange,117,63,"A orange coloured, L sized, Polo Shirt",1310,271,95,1,95,469,39282,2021-6-7,2021-06-09,Faber Purcell,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia
943,Trousers,Drawstring,L,violet,104,62,"A violet coloured, L sized, Drawstring Trousers",1312,271,96,1,96,469,39282,2021-6-7,2021-06-09,Faber Purcell,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia
999,Trousers,Wool,XL,green,111,48,"A green coloured, XL sized, Wool Trousers",1311,271,106,1,106,469,39282,2021-6-7,2021-06-09,Faber Purcell,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia
1103,Trousers,Cropped,L,green,99,55,"A green coloured, L sized, Cropped Trousers",1309,271,115,3,345,469,39282,2021-6-7,2021-06-09,Faber Purcell,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia
504,Jacket,Windbreaker,XL,yellow,109,58,"A yellow coloured, XL sized, Windbreaker Jacket",1912,383,102,2,204,469,36564,2021-9-8,2021-09-14,Faber Purcell,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia
565,Jacket,Bomber,XS,orange,90,80,"A orange coloured, XS sized, Bomber Jacket",1910,383,100,3,300,469,36564,2021-9-8,2021-09-14,Faber Purcell,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia
805,Jacket,Shearling,XS,red,95,74,"A red coloured, XS sized, Shearling Jacket",1915,383,117,1,117,469,36564,2021-9-8,2021-09-14,Faber Purcell,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia
882,Trousers,Cords,M,orange,113,53,"A orange coloured, M sized, Cords Trousers",1913,383,94,1,94,469,36564,2021-9-8,2021-09-14,Faber Purcell,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia
968,Trousers,Slim-Fit,L,blue,119,49,"A blue coloured, L sized, Slim-Fit Trousers",1914,383,97,1,97,469,36564,2021-9-8,2021-09-14,Faber Purcell,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia
1233,Trousers,Tracksuit Bottoms,L,orange,91,73,"A orange coloured, L sized, Tracksuit Bottoms Trousers",1911,383,112,1,112,469,36564,2021-9-8,2021-09-14,Faber Purcell,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia
8,Shirt,Oxford Cloth,L,orange,114,48,"A orange coloured, L sized, Oxford Cloth Shirt",668,142,96,3,288,237,53165,2021-6-15,2021-07-12,Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia
131,Shirt,Denim,S,indigo,115,69,"A indigo coloured, S sized, Denim Shirt",670,142,92,3,276,237,53165,2021-6-15,2021-07-12,Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia
575,Jacket,Bomber,XS,green,90,48,"A green coloured, XS sized, Bomber Jacket",671,142,100,3,300,237,53165,2021-6-15,2021-07-12,Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia
630,Jacket,Coach,XS,red,115,71,"A red coloured, XS sized, Coach Jacket",676,142,93,3,279,237,53165,2021-6-15,2021-07-12,Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia
712,Jacket,Trench Coat,M,yellow,112,54,"A yellow coloured, M sized, Trench Coat Jacket",674,142,119,1,119,237,53165,2021-6-15,2021-07-12,Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia
717,Jacket,Trench Coat,M,green,112,67,"A green coloured, M sized, Trench Coat Jacket",672,142,119,3,357,237,53165,2021-6-15,2021-07-12,Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia
843,Trousers,Chinos,L,red,100,44,"A red coloured, L sized, Chinos Trousers",669,142,113,2,226,237,53165,2021-6-15,2021-07-12,Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia
932,Trousers,Drawstring,M,blue,104,41,"A blue coloured, M sized, Drawstring Trousers",675,142,96,3,288,237,53165,2021-6-15,2021-07-12,Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia
1237,Trousers,Tracksuit Bottoms,M,yellow,91,80,"A yellow coloured, M sized, Tracksuit Bottoms Trousers",673,142,112,3,336,237,53165,2021-6-15,2021-07-12,Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia
8,Shirt,Oxford Cloth,L,orange,114,48,"A orange coloured, L sized, Oxford Cloth Shirt",784,164,96,1,96,412,26249,2021-5-21,2021-06-03,Chandal Fransinelli,Polygender,21,7048 Barrows CrescentSuite 562,238,Hackettchester,South Australia,Australia
275,Shirt,Polo,XS,violet,117,67,"A violet coloured, XS sized, Polo Shirt",783,164,95,2,190,412,26249,2021-5-21,2021-06-03,Chandal Fransinelli,Polygender,21,7048 Barrows CrescentSuite 562,238,Hackettchester,South Australia,Australia
425,Jacket,Denim,XS,orange,92,60,"A orange coloured, XS sized, Denim Jacket",785,164,107,3,321,412,26249,2021-5-21,2021-06-03,Chandal Fransinelli,Polygender,21,7048 Barrows CrescentSuite 562,238,Hackettchester,South Australia,Australia
604,Jacket,Cardigan,XL,orange,118,75,"A orange coloured, XL sized, Cardigan Jacket",782,164,112,1,112,412,26249,2021-5-21,2021-06-03,Chandal Fransinelli,Polygender,21,7048 Barrows CrescentSuite 562,238,Hackettchester,South Australia,Australia
1202,Trousers,Pleated,M,yellow,90,54,"A yellow coloured, M sized, Pleated Trousers",781,164,105,2,210,412,26249,2021-5-21,2021-06-03,Chandal Fransinelli,Polygender,21,7048 Barrows CrescentSuite 562,238,Hackettchester,South Australia,Australia
62,Shirt,Dress,M,indigo,119,51,"A indigo coloured, M sized, Dress Shirt",159,34,104,1,104,412,36244,2021-5-23,2021-05-30,Chandal Fransinelli,Polygender,21,7048 Barrows CrescentSuite 562,238,Hackettchester,South Australia,Australia
555,Jacket,Leather,XS,violet,113,70,"A violet coloured, XS sized, Leather Jacket",157,34,98,1,98,412,36244,2021-5-23,2021-05-30,Chandal Fransinelli,Polygender,21,7048 Barrows CrescentSuite 562,238,Hackettchester,South Australia,Australia
775,Jacket,Pullover,XS,orange,114,79,"A orange coloured, XS sized, Pullover Jacket",158,34,91,3,273,412,36244,2021-5-23,2021-05-30,Chandal Fransinelli,Polygender,21,7048 Barrows CrescentSuite 562,238,Hackettchester,South Australia,Australia
817,Jacket,Shearling,M,yellow,95,60,"A yellow coloured, M sized, Shearling Jacket",156,34,117,2,234,412,36244,2021-5-23,2021-05-30,Chandal Fransinelli,Polygender,21,7048 Barrows CrescentSuite 562,238,Hackettchester,South Australia,Australia
571,Jacket,Bomber,S,yellow,90,64,"A yellow coloured, S sized, Bomber Jacket",1445,295,100,2,200,412,55019,2021-3-5,2021-03-19,Chandal Fransinelli,Polygender,21,7048 Barrows CrescentSuite 562,238,Hackettchester,South Australia,Australia
865,Trousers,Chinos,XS,indigo,100,61,"A indigo coloured, XS sized, Chinos Trousers",1444,295,113,1,113,412,55019,2021-3-5,2021-03-19,Chandal Fransinelli,Polygender,21,7048 Barrows CrescentSuite 562,238,Hackettchester,South Australia,Australia
8,Shirt,Oxford Cloth,L,orange,114,48,"A orange coloured, L sized, Oxford Cloth Shirt",1607,328,96,1,96,246,26653,2021-4-14,2021-05-08,Lucias Forsythe,Bigender,40,122 Riley TrailSuite 946,8484,West Kiara,Tasmania,Australia
1069,Trousers,Joggers,XL,green,94,56,"A green coloured, XL sized, Joggers Trousers",1608,328,93,3,279,246,26653,2021-4-14,2021-05-08,Lucias Forsythe,Bigender,40,122 Riley TrailSuite 946,8484,West Kiara,Tasmania,Australia
1145,Trousers,Cargo Pants,XS,indigo,106,51,"A indigo coloured, XS sized, Cargo Pants Trousers",1609,328,102,1,102,246,26653,2021-4-14,2021-05-08,Lucias Forsythe,Bigender,40,122 Riley TrailSuite 946,8484,West Kiara,Tasmania,Australia
9,Shirt,Oxford Cloth,XL,orange,114,43,"A orange coloured, XL sized, Oxford Cloth Shirt",468,103,96,2,192,209,49852,2021-6-16,2021-06-24,Lauryn Deport,Female,29,47 Green ParkwayApt. 868,8313,Bayermouth,South Australia,Australia
78,Shirt,Flannel,L,orange,96,59,"A orange coloured, L sized, Flannel Shirt",469,103,118,3,354,209,49852,2021-6-16,2021-06-24,Lauryn Deport,Female,29,47 Green ParkwayApt. 868,8313,Bayermouth,South Australia,Australia
159,Shirt,Linen,XL,green,116,51,"A green coloured, XL sized, Linen Shirt",464,103,91,1,91,209,49852,2021-6-16,2021-06-24,Lauryn Deport,Female,29,47 Green ParkwayApt. 868,8313,Bayermouth,South Australia,Australia
549,Jacket,Leather,XL,blue,113,67,"A blue coloured, XL sized, Leather Jacket",467,103,98,2,196,209,49852,2021-6-16,2021-06-24,Lauryn Deport,Female,29,47 Green ParkwayApt. 868,8313,Bayermouth,South Australia,Australia
